thanh_pho,quan_huyen,dien_tich_m2,so_phong_ngu,so_phong_tam,so_tang,mat_tien_m,huong_nha,phap_ly,gia_trieu_vnd,gia_trieu_per_m2
Hà Nội,Nam Từ Liêm,194.0,4,3,1,6.0,Đông,Hợp đồng mua bán,19584.8,100.95
TP.HCM,Quận 9,74.6,4,4,2,5.0,Tây Nam,Sổ đỏ/Sổ hồng,7375.6,98.87
Hải Phòng,Ngô Quyền,119.4,2,1,2,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,5210.3,43.64
Đà Nẵng,Sơn Trà,207.9,4,3,4,4.0,Bắc,Sổ đỏ/Sổ hồng,11573.3,55.67
TP.HCM,Quận 3,241.1,3,3,4,8.0,Đông Nam,Sổ đỏ/Sổ hồng,69247.5,287.21
Đà Nẵng,Hải Châu,242.1,2,2,3,6.0,Tây Nam,Hợp đồng mua bán,16528.4,68.27
TP.HCM,Phú Nhuận,197.9,3,2,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,31549.5,159.42
Hải Phòng,Kiến An,323.2,5,4,3,3.0,Bắc,Sổ đỏ/Sổ hồng,8547.1,26.45
Hà Nội,Hoàng Mai,40.4,2,1,3,4.0,Nam,Sổ đỏ/Sổ hồng,4153.4,102.81
TP.HCM,Gò Vấp,154.4,3,3,3,4.0,Tây Nam,Sổ đỏ/Sổ hồng,14395.6,93.24
Đà Nẵng,Ngũ Hành Sơn,126.7,4,4,5,3.0,Tây,Sổ đỏ/Sổ hồng,6563.4,51.8
Hà Nội,Hà Đông,339.3,3,3,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,40173.3,118.4
TP.HCM,Quận 7,197.9,4,4,2,5.0,Bắc,Hợp đồng mua bán,27956.8,141.27
TP.HCM,Quận 1,306.1,3,2,2,2.0,Đông,Sổ đỏ/Sổ hồng,67836.0,221.61
TP.HCM,Phú Nhuận,30.7,4,4,2,4.0,Bắc,Hợp đồng mua bán,4227.5,137.7
Đà Nẵng,Liên Chiểu,109.7,2,1,4,2.0,Tây,Sổ đỏ/Sổ hồng,3751.2,34.19
Hà Nội,Cầu Giấy,298.7,3,3,4,3.0,Tây Bắc,Hợp đồng mua bán,30945.3,103.6
Hà Nội,Hà Đông,163.2,3,3,3,12.0,Tây Nam,Hợp đồng mua bán,16806.2,102.98
Hà Nội,Nam Từ Liêm,328.2,3,2,2,3.0,Bắc,Sổ đỏ/Sổ hồng,38769.9,118.13
Hà Nội,Ba Đình,47.7,3,3,5,10.0,Đông,Đang chờ sổ,12185.6,255.46
Hải Phòng,Lê Chân,291.7,1,1,5,4.0,Tây Bắc,Hợp đồng mua bán,10118.4,34.69
Hà Nội,Hà Đông,283.0,3,2,2,5.0,Đông Nam,Sổ đỏ/Sổ hồng,21951.9,77.57
Hải Phòng,Hồng Bàng,251.1,5,4,1,2.0,Bắc,Sổ đỏ/Sổ hồng,8623.8,34.34
Hà Nội,Nam Từ Liêm,107.2,3,2,1,2.0,Đông Bắc,Hợp đồng mua bán,10000.1,93.28
Hải Phòng,Hồng Bàng,159.8,5,4,4,12.0,Bắc,Sổ đỏ/Sổ hồng,8935.2,55.91
TP.HCM,Quận 7,265.1,3,2,1,2.0,Bắc,Hợp đồng mua bán,22439.1,84.64
Hà Nội,Hoàng Mai,310.3,4,4,3,5.0,Tây,Sổ đỏ/Sổ hồng,27672.6,89.18
Đà Nẵng,Sơn Trà,343.5,4,3,3,12.0,Đông,Hợp đồng mua bán,22003.5,64.06
Hải Phòng,Hồng Bàng,221.2,5,4,1,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,10001.3,45.21
Đà Nẵng,Sơn Trà,280.9,3,2,4,5.0,Bắc,Sổ đỏ/Sổ hồng,21753.0,77.44
TP.HCM,Quận 7,27.2,1,1,5,6.0,Bắc,Sổ đỏ/Sổ hồng,4898.7,180.1
TP.HCM,Quận 3,207.2,3,2,3,2.0,Đông,Sổ đỏ/Sổ hồng,42648.8,205.83
Cần Thơ,Cái Răng,26.6,3,2,1,6.0,Tây Bắc,Hợp đồng mua bán,548.7,20.63
Đà Nẵng,Thanh Khê,110.0,3,2,3,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,5127.1,46.61
TP.HCM,Gò Vấp,329.2,2,1,3,10.0,Bắc,Sổ đỏ/Sổ hồng,39112.2,118.81
Hà Nội,Hà Đông,288.9,4,3,4,6.0,Tây,Sổ đỏ/Sổ hồng,22642.4,78.37
Hải Phòng,Hồng Bàng,32.5,3,3,3,3.0,Đông,Sổ đỏ/Sổ hồng,1874.7,57.68
Hải Phòng,Kiến An,79.8,1,1,1,12.0,Đông Bắc,Hợp đồng mua bán,2621.2,32.85
Hà Nội,Hai Bà Trưng,333.0,3,3,3,12.0,Đông Nam,Hợp đồng mua bán,52445.7,157.49
TP.HCM,Quận 9,101.1,3,2,5,2.0,Tây Bắc,Hợp đồng mua bán,8138.6,80.5
Hà Nội,Hoàn Kiếm,26.0,3,3,4,2.0,Đông Nam,Sổ đỏ/Sổ hồng,8344.4,320.94
TP.HCM,Thủ Đức,297.0,2,1,2,6.0,Bắc,Sổ đỏ/Sổ hồng,27706.3,93.29
TP.HCM,Quận 9,197.3,3,2,2,5.0,Nam,Hợp đồng mua bán,17333.9,87.86
TP.HCM,Bình Thạnh,342.7,4,4,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,41970.5,122.47
Đà Nẵng,Thanh Khê,268.6,2,2,3,4.0,Tây,Đang chờ sổ,12114.0,45.1
Đà Nẵng,Thanh Khê,182.7,4,4,3,4.0,Bắc,Sổ đỏ/Sổ hồng,10476.8,57.34
TP.HCM,Quận 1,307.9,3,2,3,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,75504.9,245.23
TP.HCM,Quận 1,178.1,4,3,4,8.0,Tây Bắc,Hợp đồng mua bán,45447.6,255.18
Hà Nội,Long Biên,146.4,3,3,5,4.0,Nam,Đang chờ sổ,12092.7,82.6
Hải Phòng,Lê Chân,273.0,4,4,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,8437.1,30.91
TP.HCM,Thủ Đức,27.3,2,2,5,3.0,Tây,Hợp đồng mua bán,2615.3,95.8
TP.HCM,Tân Bình,264.2,2,2,2,5.0,Nam,Sổ đỏ/Sổ hồng,28405.3,107.51
TP.HCM,Quận 3,315.9,4,3,2,6.0,Đông,Hợp đồng mua bán,65927.9,208.7
TP.HCM,Quận 1,70.8,2,1,3,4.0,Nam,Sổ đỏ/Sổ hồng,20200.4,285.32
Hà Nội,Cầu Giấy,345.2,4,3,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,57062.8,165.3
Hà Nội,Hai Bà Trưng,196.2,3,3,4,10.0,Đông Nam,Sổ đỏ/Sổ hồng,36333.5,185.19
TP.HCM,Gò Vấp,310.1,4,4,4,4.0,Đông Nam,Hợp đồng mua bán,33309.9,107.42
Hà Nội,Hai Bà Trưng,66.9,3,2,3,4.0,Tây Nam,Đang chờ sổ,7206.1,107.71
TP.HCM,Thủ Đức,186.5,1,1,1,2.0,Tây,Sổ đỏ/Sổ hồng,11838.3,63.48
TP.HCM,Tân Bình,77.5,3,3,5,5.0,Đông,Sổ đỏ/Sổ hồng,8429.2,108.76
Hà Nội,Đống Đa,79.6,5,4,3,10.0,Đông,Sổ đỏ/Sổ hồng,12557.1,157.75
Hà Nội,Long Biên,191.4,3,3,3,6.0,Nam,Sổ đỏ/Sổ hồng,16612.1,86.79
TP.HCM,Quận 3,80.8,2,1,5,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,21255.6,263.06
TP.HCM,Gò Vấp,258.5,2,2,2,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,26082.1,100.9
TP.HCM,Quận 3,100.5,3,2,2,5.0,Bắc,Sổ đỏ/Sổ hồng,22919.7,228.06
TP.HCM,Thủ Đức,124.9,3,2,5,5.0,Đông Nam,Sổ đỏ/Sổ hồng,15594.9,124.86
Đà Nẵng,Sơn Trà,302.8,4,4,4,10.0,Đông Nam,Sổ đỏ/Sổ hồng,20162.2,66.59
Đà Nẵng,Liên Chiểu,108.7,3,3,5,2.0,Nam,Sổ đỏ/Sổ hồng,5609.2,51.6
TP.HCM,Gò Vấp,322.5,2,1,3,3.0,Tây Bắc,Hợp đồng mua bán,26098.8,80.93
Hà Nội,Nam Từ Liêm,191.8,2,2,4,10.0,Tây,Hợp đồng mua bán,19558.7,101.97
TP.HCM,Quận 3,245.8,3,2,2,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,42206.9,171.71
Hà Nội,Nam Từ Liêm,69.3,3,2,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,6540.7,94.38
Đà Nẵng,Liên Chiểu,272.9,2,2,4,4.0,Nam,Sổ đỏ/Sổ hồng,15720.2,57.6
TP.HCM,Bình Thạnh,91.7,4,4,4,6.0,Đông Nam,Sổ đỏ/Sổ hồng,16297.5,177.73
TP.HCM,Tân Bình,210.4,5,5,4,6.0,Đông Nam,Sổ đỏ/Sổ hồng,30270.4,143.87
Hà Nội,Hoàng Mai,260.7,5,5,4,6.0,Đông Nam,Sổ đỏ/Sổ hồng,29022.5,111.33
TP.HCM,Quận 1,110.1,3,3,3,10.0,Nam,Sổ đỏ/Sổ hồng,46266.8,420.23
Hà Nội,Hoàn Kiếm,161.2,1,1,3,6.0,Tây Nam,Sổ đỏ/Sổ hồng,40362.3,250.39
Hà Nội,Nam Từ Liêm,77.0,4,4,4,3.0,Tây,Sổ đỏ/Sổ hồng,9106.3,118.26
Đà Nẵng,Thanh Khê,328.9,1,1,4,8.0,Nam,Sổ đỏ/Sổ hồng,19840.9,60.33
Hà Nội,Ba Đình,256.9,5,4,1,10.0,Đông Nam,Sổ đỏ/Sổ hồng,59566.3,231.87
TP.HCM,Quận 9,278.2,4,4,5,3.0,Nam,Sổ đỏ/Sổ hồng,30323.9,109.0
TP.HCM,Quận 9,349.0,3,2,4,6.0,Đông,Sổ đỏ/Sổ hồng,30401.0,87.11
Hà Nội,Hai Bà Trưng,44.3,4,4,2,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,6859.4,154.84
Hải Phòng,Kiến An,75.2,3,3,5,12.0,Tây Nam,Sổ đỏ/Sổ hồng,4019.8,53.45
Hà Nội,Nam Từ Liêm,320.1,2,2,3,5.0,Bắc,Sổ đỏ/Sổ hồng,40194.9,125.57
Hà Nội,Thanh Xuân,255.5,3,2,3,6.0,Tây Nam,Hợp đồng mua bán,25615.5,100.26
Đà Nẵng,Hải Châu,280.6,5,4,3,12.0,Đông,Sổ đỏ/Sổ hồng,28569.8,101.82
Đà Nẵng,Thanh Khê,140.0,3,3,2,10.0,Đông,Sổ đỏ/Sổ hồng,7985.8,57.04
TP.HCM,Gò Vấp,265.3,5,5,4,12.0,Đông,Sổ đỏ/Sổ hồng,33164.0,125.01
Hải Phòng,Ngô Quyền,184.9,3,3,3,4.0,Đông Bắc,Hợp đồng mua bán,7171.2,38.78
Hà Nội,Hai Bà Trưng,237.1,4,3,3,8.0,Đông Bắc,Hợp đồng mua bán,35734.6,150.72
Hải Phòng,Hồng Bàng,132.4,3,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,6395.1,48.3
Hải Phòng,Hồng Bàng,84.5,2,2,3,8.0,Tây,Sổ đỏ/Sổ hồng,4938.7,58.45
Đà Nẵng,Hải Châu,302.9,4,3,4,6.0,Tây Nam,Sổ đỏ/Sổ hồng,20134.6,66.47
Cần Thơ,Cái Răng,313.1,3,2,3,5.0,Bắc,Hợp đồng mua bán,7630.3,24.37
TP.HCM,Thủ Đức,188.4,3,3,5,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,17834.7,94.66
TP.HCM,Quận 3,112.5,3,2,2,2.0,Tây Nam,Sổ đỏ/Sổ hồng,24903.6,221.37
Hà Nội,Đống Đa,329.8,4,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,53267.7,161.52
Hà Nội,Cầu Giấy,220.3,3,3,2,6.0,Bắc,Hợp đồng mua bán,35138.1,159.5
TP.HCM,Bình Thạnh,74.6,2,2,3,6.0,Tây,Hợp đồng mua bán,9280.5,124.4
TP.HCM,Quận 9,173.2,3,2,5,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,12378.5,71.47
Hà Nội,Long Biên,153.1,4,4,1,8.0,Tây,Sổ đỏ/Sổ hồng,12741.4,83.22
Hải Phòng,Ngô Quyền,289.7,3,3,2,8.0,Đông,Sổ đỏ/Sổ hồng,13457.9,46.45
TP.HCM,Phú Nhuận,341.6,5,4,3,12.0,Tây Nam,Sổ đỏ/Sổ hồng,55910.9,163.67
Hà Nội,Hoàn Kiếm,227.5,4,4,2,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,51653.3,227.05
Hà Nội,Đống Đa,263.8,4,4,4,4.0,Đông Nam,Sổ đỏ/Sổ hồng,47983.8,181.89
Hà Nội,Hoàng Mai,289.7,3,2,2,5.0,Đông,Sổ đỏ/Sổ hồng,20767.6,71.69
TP.HCM,Quận 9,196.8,3,2,3,8.0,Đông,Sổ đỏ/Sổ hồng,14469.6,73.52
TP.HCM,Quận 2,165.3,3,3,3,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,30119.0,182.21
Hà Nội,Nam Từ Liêm,278.6,3,3,3,5.0,Đông Bắc,Hợp đồng mua bán,28415.3,101.99
TP.HCM,Gò Vấp,347.4,2,2,3,3.0,Nam,Sổ đỏ/Sổ hồng,30522.0,87.86
Hải Phòng,Hồng Bàng,39.0,3,2,5,5.0,Đông Nam,Sổ đỏ/Sổ hồng,2247.2,57.62
Hà Nội,Cầu Giấy,336.9,3,2,2,4.0,Tây Bắc,Hợp đồng mua bán,47140.1,139.92
Hải Phòng,Lê Chân,239.1,3,3,2,6.0,Tây Nam,Sổ đỏ/Sổ hồng,9618.3,40.23
TP.HCM,Tân Bình,48.7,3,2,4,5.0,Tây Nam,Đang chờ sổ,3795.0,77.93
Cần Thơ,Bình Thủy,330.8,3,3,4,2.0,Tây Nam,Sổ đỏ/Sổ hồng,12550.1,37.94
TP.HCM,Quận 3,136.6,3,2,3,6.0,Tây Bắc,Đang chờ sổ,26630.5,194.95
Hải Phòng,Kiến An,118.3,2,1,5,2.0,Tây,Sổ đỏ/Sổ hồng,3952.3,33.41
Hà Nội,Ba Đình,129.3,2,2,2,8.0,Bắc,Sổ đỏ/Sổ hồng,28401.2,219.65
Hà Nội,Hai Bà Trưng,30.8,3,2,3,3.0,Tây,Sổ đỏ/Sổ hồng,3199.0,103.86
Hà Nội,Ba Đình,321.2,3,2,3,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,72987.6,227.23
TP.HCM,Quận 7,70.5,3,3,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,10729.9,152.2
Hải Phòng,Lê Chân,141.2,3,2,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,5497.2,38.93
Đà Nẵng,Ngũ Hành Sơn,195.5,3,2,3,12.0,Đông Nam,Hợp đồng mua bán,15269.5,78.1
TP.HCM,Gò Vấp,270.4,4,4,2,3.0,Đông Nam,Sổ đỏ/Sổ hồng,25176.1,93.11
TP.HCM,Gò Vấp,49.1,4,4,3,4.0,Đông Nam,Sổ đỏ/Sổ hồng,5123.5,104.35
Hà Nội,Nam Từ Liêm,210.0,3,2,2,10.0,Tây,Sổ đỏ/Sổ hồng,25230.3,120.14
Đà Nẵng,Thanh Khê,40.6,4,3,4,4.0,Đông,Hợp đồng mua bán,1770.8,43.61
Hà Nội,Hai Bà Trưng,57.2,5,5,4,2.0,Bắc,Sổ đỏ/Sổ hồng,8102.0,141.64
TP.HCM,Bình Thạnh,209.4,5,4,3,4.0,Đông Nam,Sổ đỏ/Sổ hồng,32620.6,155.78
TP.HCM,Gò Vấp,151.0,2,2,4,12.0,Bắc,Hợp đồng mua bán,13526.8,89.58
Cần Thơ,Bình Thủy,288.6,4,3,5,5.0,Tây Nam,Hợp đồng mua bán,8543.7,29.6
Hà Nội,Hoàn Kiếm,41.2,3,2,1,6.0,Nam,Sổ đỏ/Sổ hồng,11612.0,281.84
TP.HCM,Thủ Đức,239.3,3,3,5,3.0,Đông,Đang chờ sổ,14659.3,61.26
Hà Nội,Đống Đa,213.0,3,2,3,2.0,Tây,Sổ đỏ/Sổ hồng,31108.8,146.05
TP.HCM,Quận 3,78.8,4,4,2,5.0,Tây Nam,Sổ đỏ/Sổ hồng,18143.6,230.25
Đà Nẵng,Sơn Trà,284.5,4,4,4,4.0,Bắc,Sổ đỏ/Sổ hồng,16140.3,56.73
Hà Nội,Đống Đa,39.5,4,3,3,4.0,Đông Bắc,Hợp đồng mua bán,5582.7,141.34
TP.HCM,Quận 2,110.0,4,3,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,17155.5,155.96
Hà Nội,Cầu Giấy,135.2,4,3,5,2.0,Tây Bắc,Hợp đồng mua bán,15980.5,118.2
Hà Nội,Ba Đình,216.0,3,2,2,12.0,Đông,Sổ đỏ/Sổ hồng,60352.5,279.41
Hà Nội,Cầu Giấy,94.5,1,1,4,5.0,Đông Nam,Sổ đỏ/Sổ hồng,17137.6,181.35
Hà Nội,Cầu Giấy,128.2,3,2,1,8.0,Đông,Sổ đỏ/Sổ hồng,22238.0,173.46
Hà Nội,Nam Từ Liêm,135.2,4,4,3,3.0,Đông,Hợp đồng mua bán,10716.9,79.27
Hà Nội,Thanh Xuân,56.5,3,2,3,4.0,Tây,Sổ đỏ/Sổ hồng,6447.6,114.12
Hà Nội,Cầu Giấy,146.0,4,3,4,4.0,Tây,Sổ đỏ/Sổ hồng,19969.4,136.78
Hà Nội,Long Biên,212.6,4,4,4,12.0,Bắc,Hợp đồng mua bán,18570.9,87.35
TP.HCM,Bình Thạnh,66.8,4,3,3,2.0,Nam,Sổ đỏ/Sổ hồng,7417.9,111.05
Cần Thơ,Cái Răng,64.5,3,3,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,2323.5,36.02
TP.HCM,Bình Thạnh,37.5,3,2,4,4.0,Đông Nam,Sổ đỏ/Sổ hồng,6357.3,169.53
TP.HCM,Quận 3,244.4,5,5,3,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,52948.5,216.65
Hà Nội,Thanh Xuân,255.3,2,2,3,8.0,Tây,Sổ đỏ/Sổ hồng,24902.9,97.54
TP.HCM,Quận 9,52.9,5,5,2,12.0,Đông Bắc,Hợp đồng mua bán,4390.0,82.99
Đà Nẵng,Hải Châu,346.8,4,4,2,4.0,Đông Nam,Sổ đỏ/Sổ hồng,22069.4,63.64
Hải Phòng,Lê Chân,166.6,3,2,3,12.0,Nam,Hợp đồng mua bán,6472.8,38.85
Hà Nội,Hoàn Kiếm,262.8,3,3,1,8.0,Nam,Sổ đỏ/Sổ hồng,80085.0,304.74
Hà Nội,Ba Đình,185.8,2,2,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,52290.5,281.43
TP.HCM,Gò Vấp,122.5,2,2,3,6.0,Đông Nam,Sổ đỏ/Sổ hồng,11180.1,91.27
TP.HCM,Thủ Đức,120.5,3,3,1,3.0,Tây,Sổ đỏ/Sổ hồng,9943.0,82.51
Hà Nội,Hoàn Kiếm,218.3,3,2,3,5.0,Đông,Sổ đỏ/Sổ hồng,68797.9,315.15
Đà Nẵng,Sơn Trà,308.7,4,4,2,12.0,Nam,Sổ đỏ/Sổ hồng,29910.1,96.89
Hà Nội,Hai Bà Trưng,89.4,1,1,1,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,13574.0,151.83
Hải Phòng,Ngô Quyền,246.1,2,2,5,4.0,Nam,Sổ đỏ/Sổ hồng,11799.5,47.95
TP.HCM,Bình Thạnh,51.3,4,3,5,6.0,Tây,Sổ đỏ/Sổ hồng,8092.6,157.75
TP.HCM,Quận 7,266.9,4,4,4,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,44919.5,168.3
TP.HCM,Quận 9,70.7,3,3,2,12.0,Bắc,Hợp đồng mua bán,5804.3,82.1
Hải Phòng,Kiến An,128.0,4,3,3,2.0,Đông Nam,Hợp đồng mua bán,3752.3,29.31
Hà Nội,Hà Đông,319.5,2,1,4,6.0,Đông Bắc,Hợp đồng mua bán,27785.8,86.97
Đà Nẵng,Ngũ Hành Sơn,218.8,4,3,5,10.0,Đông Nam,Sổ đỏ/Sổ hồng,17826.5,81.47
TP.HCM,Quận 1,217.2,3,3,3,3.0,Nam,Hợp đồng mua bán,60824.4,280.04
Cần Thơ,Cái Răng,191.6,4,3,3,10.0,Tây,Hợp đồng mua bán,5423.0,28.3
Hà Nội,Hoàng Mai,35.1,4,4,1,5.0,Đông,Sổ đỏ/Sổ hồng,2828.0,80.57
TP.HCM,Quận 1,176.4,2,2,1,10.0,Đông,Sổ đỏ/Sổ hồng,49810.8,282.37
Đà Nẵng,Liên Chiểu,332.2,3,2,3,5.0,Nam,Đang chờ sổ,15339.2,46.17
Hà Nội,Hà Đông,331.3,3,3,1,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,21487.8,64.86
Hà Nội,Ba Đình,306.4,2,1,2,5.0,Đông,Đang chờ sổ,44603.5,145.57
Đà Nẵng,Hải Châu,113.4,4,4,1,3.0,Tây,Sổ đỏ/Sổ hồng,6574.4,57.98
TP.HCM,Quận 1,112.0,5,5,5,3.0,Đông Bắc,Hợp đồng mua bán,22337.6,199.44
TP.HCM,Tân Bình,67.7,4,3,2,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,7826.0,115.6
TP.HCM,Phú Nhuận,319.1,3,2,4,2.0,Đông Nam,Hợp đồng mua bán,55472.3,173.84
TP.HCM,Quận 7,199.4,5,4,4,8.0,Nam,Đang chờ sổ,24804.6,124.4
Hải Phòng,Ngô Quyền,139.7,5,5,2,4.0,Nam,Sổ đỏ/Sổ hồng,6098.9,43.66
TP.HCM,Quận 9,304.7,5,4,3,6.0,Tây Bắc,Đang chờ sổ,20343.7,66.77
Đà Nẵng,Liên Chiểu,62.3,5,4,3,5.0,Nam,Sổ đỏ/Sổ hồng,3373.2,54.14
Đà Nẵng,Hải Châu,318.2,3,3,4,12.0,Nam,Sổ đỏ/Sổ hồng,34253.0,107.65
TP.HCM,Bình Thạnh,170.3,3,2,3,3.0,Tây Nam,Hợp đồng mua bán,22430.9,131.71
Hà Nội,Thanh Xuân,226.5,2,2,2,8.0,Tây Nam,Hợp đồng mua bán,18729.9,82.69
TP.HCM,Quận 3,102.9,3,3,5,6.0,Tây,Hợp đồng mua bán,21077.2,204.83
Hà Nội,Cầu Giấy,272.6,3,2,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,46757.3,171.52
TP.HCM,Quận 1,258.4,5,4,3,3.0,Bắc,Sổ đỏ/Sổ hồng,62669.5,242.53
Hà Nội,Nam Từ Liêm,35.0,4,4,3,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,3853.3,110.09
Hà Nội,Hoàng Mai,117.1,3,2,4,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,12080.8,103.17
Hà Nội,Đống Đa,265.3,4,3,5,5.0,Bắc,Sổ đỏ/Sổ hồng,42267.8,159.32
Đà Nẵng,Liên Chiểu,322.5,4,4,2,5.0,Tây Bắc,Đang chờ sổ,9094.6,28.2
Hà Nội,Long Biên,39.3,4,4,1,12.0,Đông Nam,Sổ đỏ/Sổ hồng,5432.5,138.23
Hà Nội,Hoàn Kiếm,58.1,3,2,3,8.0,Tây,Hợp đồng mua bán,16546.7,284.8
Hà Nội,Hoàng Mai,122.0,4,4,3,4.0,Nam,Sổ đỏ/Sổ hồng,11743.4,96.26
Hải Phòng,Ngô Quyền,243.1,1,1,4,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,9602.5,39.5
Đà Nẵng,Sơn Trà,337.9,3,2,4,2.0,Nam,Hợp đồng mua bán,23915.9,70.78
Hải Phòng,Lê Chân,317.7,3,3,3,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,10731.7,33.78
Hà Nội,Long Biên,106.5,3,2,3,8.0,Đông Nam,Đang chờ sổ,8782.6,82.47
Hà Nội,Hoàng Mai,273.0,4,4,2,6.0,Đông Nam,Sổ đỏ/Sổ hồng,27437.5,100.5
Đà Nẵng,Thanh Khê,110.3,2,1,4,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,4901.2,44.43
TP.HCM,Quận 3,168.1,4,3,5,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,39023.1,232.14
Hà Nội,Nam Từ Liêm,296.1,3,2,2,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,30948.1,104.52
Hà Nội,Đống Đa,121.1,5,4,4,6.0,Tây Nam,Sổ đỏ/Sổ hồng,18300.1,151.12
TP.HCM,Quận 9,71.3,4,4,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,8107.1,113.7
TP.HCM,Quận 3,29.3,4,4,5,3.0,Nam,Sổ đỏ/Sổ hồng,5660.7,193.2
Đà Nẵng,Sơn Trà,110.1,4,3,4,2.0,Bắc,Sổ đỏ/Sổ hồng,6288.2,57.11
Hà Nội,Hoàng Mai,301.5,3,2,4,5.0,Nam,Đang chờ sổ,29152.1,96.69
Hà Nội,Thanh Xuân,218.9,4,3,1,12.0,Tây Nam,Sổ đỏ/Sổ hồng,30916.0,141.23
Hà Nội,Long Biên,269.1,3,3,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,29126.8,108.24
Hải Phòng,Ngô Quyền,161.4,5,5,2,12.0,Tây,Sổ đỏ/Sổ hồng,6499.1,40.27
TP.HCM,Bình Thạnh,171.3,4,4,4,3.0,Bắc,Sổ đỏ/Sổ hồng,20432.6,119.28
TP.HCM,Gò Vấp,248.8,3,2,2,2.0,Bắc,Sổ đỏ/Sổ hồng,27846.3,111.92
TP.HCM,Phú Nhuận,80.2,4,4,3,10.0,Bắc,Sổ đỏ/Sổ hồng,16802.7,209.51
Hà Nội,Hà Đông,72.9,3,2,4,4.0,Bắc,Hợp đồng mua bán,6075.6,83.34
TP.HCM,Quận 2,189.4,3,2,4,8.0,Tây Bắc,Hợp đồng mua bán,28578.0,150.89
Hà Nội,Long Biên,213.7,3,2,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,30687.8,143.6
TP.HCM,Quận 3,50.9,3,3,3,5.0,Đông Nam,Sổ đỏ/Sổ hồng,10023.8,196.93
TP.HCM,Tân Bình,67.4,5,5,3,10.0,Tây Nam,Đang chờ sổ,8002.9,118.74
Đà Nẵng,Sơn Trà,63.1,3,3,3,8.0,Tây Bắc,Hợp đồng mua bán,4305.0,68.22
TP.HCM,Quận 7,152.8,4,3,3,10.0,Đông,Sổ đỏ/Sổ hồng,29370.4,192.21
Hà Nội,Đống Đa,99.9,3,3,4,5.0,Tây Nam,Sổ đỏ/Sổ hồng,15500.9,155.16
Hà Nội,Hoàng Mai,327.7,4,4,3,12.0,Đông Bắc,Hợp đồng mua bán,24091.9,73.52
Hà Nội,Nam Từ Liêm,165.7,4,3,3,2.0,Tây Nam,Hợp đồng mua bán,14836.8,89.54
Hà Nội,Đống Đa,151.5,3,3,3,5.0,Nam,Hợp đồng mua bán,18491.3,122.05
TP.HCM,Bình Thạnh,181.8,5,5,5,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,23354.7,128.46
Cần Thơ,Cái Răng,154.5,3,2,3,2.0,Nam,Sổ đỏ/Sổ hồng,4737.1,30.66
Hải Phòng,Ngô Quyền,298.2,4,4,3,4.0,Tây Nam,Sổ đỏ/Sổ hồng,10571.6,35.45
Hải Phòng,Lê Chân,149.0,4,3,3,10.0,Bắc,Hợp đồng mua bán,7472.0,50.15
TP.HCM,Tân Bình,30.8,2,1,4,3.0,Tây,Sổ đỏ/Sổ hồng,2904.1,94.29
